Date_Froze,Trial_num,Plate_Num,position,Trial_order,Species,Species_Rep,Tissue,Tissue_Rep,Dry_Mass_mg,Plot ,Experiment Type,Date_Weighted,Initials,Notes,old_Tissue
04/23/2019,1,6,6,28,TRIPRA,1,Leaf,,,F1M,Field Trial,,,,
04/23/2019,1,7,7,28,RATPIN,1,Leaf,,,C2F,Field Trial,,,,
04/23/2019,1,8,8,28,BROINE,1,Leaf,,,B2M,Field Trial,,,,
04/23/2019,1,9,9,28,RATPIN,1,Leaf,,,B2F,Field Trial,,,,
04/23/2019,1,10,10,28,SOLRIG,1,Leaf,,,C2F,Field Trial,,,,
04/23/2019,1,11,11,28,empty,,,,,,Field Trial,,,,
04/23/2019,1,12,12,28,BROINE,1,Leaf,,,F1C,Field Trial,,,,
04/23/2019,1,13,13,28,BROINE,2,Leaf,,,B2M,Field Trial,,,,
04/23/2019,1,14,14,28,RATPIN,1,Leaf,,,F2C,Field Trial,,,,
04/23/2019,1,15,15,28,BROINE,2,Leaf,,,B2F,Field Trial,,,,
04/23/2019,1,16,16,28,empty,,,,,,Field Trial,,,,
04/23/2019,1,17,17,28,TRIPRA,1,Leaf,,,C2M,Field Trial,,,,
04/23/2019,1,18,18,28,BROINE,3,Leaf,,,B2M,Field Trial,,,,
04/23/2019,1,19,19,28,RATPIN,2,Leaf,,,C2F,Field Trial,,,,
04/23/2019,1,20,20,28,SYMLAE,1,Leaf,,,B2F,Field Trial,,,,
04/23/2019,1,21,21,28,SYMLAE,1,Leaf,,,C2M,Field Trial,,,,
04/23/2019,1,22,22,28,RATPIN,2,Leaf,,,F1C,Field Trial,,,,
04/23/2019,1,23,23,28,BROINE,3,Leaf,,,B2F,Field Trial,,,,
04/23/2019,1,24,24,28,empty,,,,,,Field Trial,,,,
04/23/2019,1,25,25,28,SYMLAE,2,Leaf,,,C2M,Field Trial,,,,
04/23/2019,1,26,26,28,MONFIS,1,Leaf,,,F2F,Field Trial,,,,
04/23/2019,1,27,27,28,empty,,,,,,Field Trial,,,,
04/23/2019,1,28,28,28,RATPIN,1,Leaf,,,F2F,Field Trial,,,,
04/23/2019,1,29,29,28,empty,,,,,,Field Trial,,,,
04/23/2019,1,30,30,28,empty,,,,,,Field Trial,,,,
04/23/2019,1,31,31,28,SILINT,1,Leaf,,,B2F,Field Trial,,,,
04/23/2019,1,32,32,28,TRIPRA,1,Leaf,,,F2C,Field Trial,,,,
04/23/2019,1,33,33,28,SYMLAE,2,Leaf,,,C2F,Field Trial,,,,
04/23/2019,1,34,34,28,RATPIN,1,Leaf,,,F2M,Field Trial,,,,
04/23/2019,1,35,35,28,BROINE,2,Leaf,,,B2C,Field Trial,,,,
04/23/2019,1,36,36,28,RATPIN,2,Leaf,,,F2F,Field Trial,,,,
04/23/2019,1,37,37,28,empty,,,,,,Field Trial,,,,
04/23/2019,1,38,38,28,MONFIS,1,Leaf,,,B2F,Field Trial,,,,
04/23/2019,1,39,39,28,SYMLAE,1,Leaf,,,C2F,Field Trial,,,,
04/23/2019,1,40,40,28,empty,,,,,,Field Trial,,,,
04/23/2019,1,41,41,28,SYMLAE,1,Leaf,,,F2F,Field Trial,,,,
04/23/2019,1,42,42,28,empty,,,,,,Field Trial,,,,
04/23/2019,1,43,43,28,ZIZAUR,1,Leaf,,,C2F,Field Trial,,,,
04/23/2019,1,44,44,28,RATPIN,2,Leaf,,,F2M,Field Trial,,,,
04/23/2019,1,45,45,28,BROINE,3,Leaf,,,B2C,Field Trial,,,,
04/23/2019,1,46,46,28,RATPIN,1,Leaf,,,F1M,Field Trial,,,,
04/23/2019,1,47,47,28,SOLRIG,1,Leaf,,,F2M,Field Trial,,,,
04/23/2019,1,48,48,28,empty,,,,,,Field Trial,,,,
04/23/2019,1,49,49,28,SYMLAE,1,Leaf,,,F1M,Field Trial,,,,
04/23/2019,1,50,50,28,empty,,,,,,Field Trial,,,,
04/26/2019,1,1,1,29,SYMLAE,1,Leaf,,,T1C,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,2,2,29,SILINT,1,Leaf,,,T2F,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,3,3,29,BROINE,1,Leaf,,,B2F,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,4,4,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,5,5,29,RATPIN,1,Leaf,,,B2F,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,6,6,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,7,7,29,BROINE,1,Leaf,,,B1M,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,8,8,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,9,9,29,BROINE,2,Leaf,,,T1M,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,10,10,29,MONFIS,1,Leaf,,,T2M,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,11,11,29,SYMLAE,1,Leaf,,,T1M,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,12,12,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,13,13,29,BROINE,2,Leaf,,,T2C,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,14,14,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,15,15,29,BROINE,1,Leaf,,,B1C,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,16,16,29,SYMLAE,1,Leaf,,,B1F,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,17,17,29,BROINE,1,Leaf,,,B2C,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,18,18,29,MONFIS,1,Leaf,,,B1C,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,19,19,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,20,20,29,BROINE,1,Leaf,,,T2C,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,21,21,29,ERYYUC,1,Leaf,,,B2M,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,22,22,29,SOLCAN,1,Leaf,,,T1C,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,23,23,29,BROINE,2,Leaf,,,B2C,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,24,24,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,25,25,29,SOLCAN,2,Leaf,,,B1M,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,26,26,29,BROINE,1,Leaf,,,T2M,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,27,27,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,28,28,29,SILINT,1,Leaf,,,B2M,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,29,29,29,SOLCAN,1,Leaf,,,B1M,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,30,30,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,31,31,29,ERYYUC,1,Leaf,,,T2F,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,32,32,29,SOLCAN,1,Leaf,,,B2C,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,33,33,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,34,34,29,BROINE,2,Leaf,,,B1C,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,35,35,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,36,36,29,MONFIS,1,Leaf,,,B1F,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,37,37,29,BROINE,1,Leaf,,,T1M,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,38,38,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,39,39,29,SYMLAE,1,Leaf,,,B2F,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,40,40,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,41,41,29,SOLCAN,1,Leaf,,,T2C,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,42,42,29,BROINE,1,Leaf,,,B1F,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,43,43,29,BROINE,1,Leaf,,,T2T,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,44,44,29,SOLCAN,1,Leaf,,,T2M,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,45,45,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,46,46,29,MONFIS,1,Leaf,,,B2F,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,47,47,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,48,48,29,BROINE,1,Leaf,,,T1C,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,49,49,29,empty,,,,,,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/26/2019,1,50,50,29,BROINE,1,Leaf,,,B2M,Field Trial,,,the video for this trial started on its own on the computer before the cold bath was started but SA did not restart the video. The video started 20 minutes before the cold bath run was started and all the species were not placed in the tray yet (being placed 20 minutes into the video). ,
04/29/2019,1,1,1,30,CEAAME,1C,Root,,4.25,,Seedling Freeze Trial,,,top,
04/29/2019,1,2,2,30,TRAOHI,5G,Leaf,,0.48,,Seedling Freeze Trial,,,leaf too small to fill hole punch,
04/29/2019,1,3,3,30,AQUCAN,3B,Root,,1.64,,Seedling Freeze Trial,,,top,
04/29/2019,1,4,4,30,TRAOHI,5G,Root,,0.34,,Seedling Freeze Trial,,,top,
04/29/2019,1,5,5,30,TRAOHI,9G,Leaf,,0.72,,Seedling Freeze Trial,,,,
04/29/2019,1,6,6,30,AQUCAN,2C,Root,,0.88,,Seedling Freeze Trial,,,top,
04/29/2019,1,7,7,30,CEAAME,1C,Leaf,,0.84,,Seedling Freeze Trial,,,,
04/29/2019,1,8,8,30,CEAAME,2F,Leaf,,0.75,,Seedling Freeze Trial,,,,
04/29/2019,1,9,9,30,ALLCER,1D,Root,,1.05,,Seedling Freeze Trial,,,top,
04/29/2019,1,10,10,30,AQUCAN,3B,Leaf,,0.59,,Seedling Freeze Trial,,,,
04/29/2019,1,11,11,30,CEAAME,1C,Leaf,,0.77,,Seedling Freeze Trial,,,,
04/29/2019,1,12,12,30,CEAAME,1C,Leaf,,0.88,,Seedling Freeze Trial,,,,
04/29/2019,1,13,13,30,AQUCAN,2C,Leaf,,0.61,,Seedling Freeze Trial,,,,
04/29/2019,1,14,14,30,ALLACER,1D,Leaf,,3.57,,Seedling Freeze Trial,,,,
04/29/2019,1,15,15,30,CEAAME,2F,Root,,1.48,,Seedling Freeze Trial,,,top,
04/29/2019,1,16,16,30,AQUCAN,3B,Root,,0.38,,Seedling Freeze Trial,,,middle,
04/29/2019,1,17,17,30,ALLCER,1D,Root,,1.04,,Seedling Freeze Trial,,,middle,
04/29/2019,1,18,18,30,SYMOBL,1C,Leaf,,1.18,,Seedling Freeze Trial,,,second oldest,
04/29/2019,1,19,19,30,TRAOHI,5G,Leaf,,0.47,,Seedling Freeze Trial,,,leaf too small to fill hole punch,
04/29/2019,1,20,20,30,CEAAME,1C,Root,,2.9,,Seedling Freeze Trial,,,middle,
04/29/2019,1,21,21,30,AQUCAN,2A,Leaf,,1.39,,Seedling Freeze Trial,,,,
04/29/2019,1,22,22,30,CEAAME,2F,Root,,0.92,,Seedling Freeze Trial,,,middle,
04/29/2019,1,23,23,30,AQUCAN,2C,Root,,0.52,,Seedling Freeze Trial,,,middle,
04/29/2019,1,24,24,30,AQUCAN,2C,Leaf,,0.78,,Seedling Freeze Trial,,,,
04/29/2019,1,25,25,30,AQUCAN,2A,Leaf,,1.3,,Seedling Freeze Trial,,,,
04/29/2019,1,26,26,30,SYMOBL,1C,Leaf,,1.16,,Seedling Freeze Trial,,,third oldest,
04/29/2019,1,27,27,30,TRAOHI,2G,Leaf,,0.69,,Seedling Freeze Trial,,,,
04/29/2019,1,28,28,30,TRAOHI,9G,Root,,0.44,,Seedling Freeze Trial,,,top,
04/29/2019,1,29,29,30,AQUCAN,2C,Leaf,,0.67,,Seedling Freeze Trial,,,,
04/29/2019,1,30,30,30,TRAOHI,5G,Leaf,,0.5,,Seedling Freeze Trial,,,leaf too small to fill hole punch,
04/29/2019,1,31,31,30,TRAOHI,2G,Leaf,,0.71,,Seedling Freeze Trial,,,,
04/29/2019,1,32,32,30,SYMOBL,1C,Root,,2.13,,Seedling Freeze Trial,,,top,
04/29/2019,1,33,33,30,AQUCAN,2A,Root,,9.34,,Seedling Freeze Trial,,,top,
04/29/2019,1,34,34,30,CEAAME,2F,Leaf,,0.65,,Seedling Freeze Trial,,,,
04/29/2019,1,35,35,30,AQUCAN,3B,Leaf,,0.55,,Seedling Freeze Trial,,,,
04/29/2019,1,36,36,30,TRAOHI,5G,Root,,0.32,,Seedling Freeze Trial,,,middle,
04/29/2019,1,37,37,30,empty,,,,,,Seedling Freeze Trial,,,,
04/29/2019,1,38,38,30,SYMOBL,1C,Leaf,,1.29,,Seedling Freeze Trial,,,,
04/29/2019,1,39,39,30,empty,,,,,,Seedling Freeze Trial,,,,
04/29/2019,1,40,40,30,TRAOHI,2G,Root,,0.46,,Seedling Freeze Trial,,,top,
04/29/2019,1,41,41,30,TRAOHI,2G,Leaf,,0.64,,Seedling Freeze Trial,,,,
04/29/2019,1,42,42,30,CEAAME,2F,Leaf,,0.74,,Seedling Freeze Trial,,,,
04/29/2019,1,43,43,30,TRAOHI,9G,Leaf,,0.62,,Seedling Freeze Trial,,,,
04/29/2019,1,44,44,30,SYMOBL,1C,Root,,0.56,,Seedling Freeze Trial,,,middle,
04/29/2019,1,45,45,30,AQUCAN,2A,Root,,2.64,,Seedling Freeze Trial,,,middle,
04/29/2019,1,46,46,30,TRAOHI,9G,Leaf,,0.75,,Seedling Freeze Trial,,,,
04/29/2019,1,47,47,30,AQUCAN,2A,Leaf,,1.26,,Seedling Freeze Trial,,,,
04/29/2019,1,48,48,30,TRAOHI,9G,Root,,0.21,,Seedling Freeze Trial,,,middle,
04/29/2019,1,49,49,30,TRAOHI,2G,Root,,0.36,,Seedling Freeze Trial,,,middle,
04/29/2019,1,50,50,30,AQUCAN,3B,Leaf,,0.54,,Seedling Freeze Trial,,,,
05/01/2019,1,1,1,31,TRAOHI,8G,Root,,0.14,,Seedling Freeze Trial,,,top,
05/01/2019,1,2,2,31,TRAOHI,10G,Leaf,,0.34,,Seedling Freeze Trial,,,,
05/01/2019,1,3,3,31,CEAAME,1F,Root,,0.9,,Seedling Freeze Trial,,,top,
05/01/2019,1,4,4,31,TRAOHI,3G,Root,,0.55,,Seedling Freeze Trial,,,top,
05/01/2019,1,5,5,31,CEAAME,3F,Root,,0.77,,Seedling Freeze Trial,,,top,
05/01/2019,1,6,6,31,TRAOHI,6G,Leaf,,0.47,,Seedling Freeze Trial,,,,
05/01/2019,1,7,7,31,CEAAME,1F,Leaf,,0.7,,Seedling Freeze Trial,,,,
05/01/2019,1,8,8,31,TRAOHI,7G,Leaf,,0.46,,Seedling Freeze Trial,,,,
05/01/2019,1,9,9,31,TRAOHI,4G,Root,,0.49,,Seedling Freeze Trial,,,top,
05/01/2019,1,10,10,31,TRAOHI,4G,Leaf,,0.82,,Seedling Freeze Trial,,,,
05/01/2019,1,11,11,31,TRAOHI,8G,Leaf,,0.27,,Seedling Freeze Trial,,,,
05/01/2019,1,12,12,31,TRAOHI,3G,Root,,0.33,,Seedling Freeze Trial,,,middle,
05/01/2019,1,13,13,31,TRAOHI,6G,Leaf,,0.47,,Seedling Freeze Trial,,,,
05/01/2019,1,14,14,31,TRAOHI,10G,Leaf,,0.24,,Seedling Freeze Trial,,,,
05/01/2019,1,15,15,31,CEAAME,3F,Leaf,,0.71,,Seedling Freeze Trial,,,,
05/01/2019,1,16,16,31,TRAOHI,6G,Leaf,,0.51,,Seedling Freeze Trial,,,,
05/01/2019,1,17,17,31,CEAAME,1F,Root,,0.97,,Seedling Freeze Trial,,,middle,
05/01/2019,1,18,18,31,CEAAME,1F,Leaf,,0.72,,Seedling Freeze Trial,,,,
05/01/2019,1,19,19,31,TRAOHI,1G,Leaf,,0.55,,Seedling Freeze Trial,,,,
05/01/2019,1,20,20,31,TRAOHI,10G,Root,,0.37,,Seedling Freeze Trial,,,top,
05/01/2019,1,21,21,31,TRAOHI,4G,Root,,0.45,,Seedling Freeze Trial,,,middle,
05/01/2019,1,22,22,31,CEAAME,1F,Leaf,,0.66,,Seedling Freeze Trial,,,,
05/01/2019,1,23,23,31,ALLCER,2D,Leaf,,0.84,,Seedling Freeze Trial,,,,
05/01/2019,1,24,24,31,empty,,,,,,Seedling Freeze Trial,,,,
05/01/2019,1,25,25,31,TRAOHI,4G,Leaf,,1.06,,Seedling Freeze Trial,,,,
05/01/2019,1,26,26,31,TRAOHI,3G,Leaf,,0.44,,Seedling Freeze Trial,,,,
05/01/2019,1,27,27,31,TRAOHI,10G,Leaf,,0.26,,Seedling Freeze Trial,,,,
05/01/2019,1,28,28,31,TRAOHI,8G,Leaf,,0.4,,Seedling Freeze Trial,,,,
05/01/2019,1,29,29,31,ALLCER,2D,Root,,0.31,,Seedling Freeze Trial,,,top,
05/01/2019,1,30,30,31,TRAOHI,8G,Root,,0.08,,Seedling Freeze Trial,,,middle,
05/01/2019,1,31,31,31,TRAOHI,7G,Root,,0.49,,Seedling Freeze Trial,,,top,
05/01/2019,1,32,32,31,TRAOHI,6G,Root,,0.12,,Seedling Freeze Trial,,,top,
05/01/2019,1,33,33,31,TRAOHI,7G,Leaf,,0.49,,Seedling Freeze Trial,,,,
05/01/2019,1,34,34,31,empty,,,,,,Seedling Freeze Trial,,,,
05/01/2019,1,35,35,31,TRAOHI,4G,Leaf,,0.62,,Seedling Freeze Trial,,,,
05/01/2019,1,36,36,31,CEAAME,3F,Leaf,,0.34,,Seedling Freeze Trial,,,,
05/01/2019,1,37,37,31,TRAOHI,10G,Root,,0.22,,Seedling Freeze Trial,,,middle,
05/01/2019,1,38,38,31,TRAOHI,8G,Leaf,,0.31,,Seedling Freeze Trial,,,,
05/01/2019,1,39,39,31,TRAOHI,3G,Leaf,,0.47,,Seedling Freeze Trial,,,sad leaf,
05/01/2019,1,40,40,31,TRAOHI,6G,Root,,0.27,,Seedling Freeze Trial,,,middle,
05/01/2019,1,41,41,31,TRAOHI,1G,Leaf,,0.41,,Seedling Freeze Trial,,,,
05/01/2019,1,42,42,31,CEAAME,3F,Root,,0.43,,Seedling Freeze Trial,,,middle,
05/01/2019,1,43,43,31,TRAOHI,1G,Root,,0.44,,Seedling Freeze Trial,,,middle,
05/01/2019,1,44,44,31,CEAAME,3F,Leaf,,0.48,,Seedling Freeze Trial,,,,
05/01/2019,1,45,45,31,ALLCER,2D,Root,,0.23,,Seedling Freeze Trial,,,middle,
05/01/2019,1,46,46,31,TRAOHI,3G,Leaf,,0.9,,Seedling Freeze Trial,,,,
05/01/2019,1,47,47,31,TRAOHI,1G,Root,,0.28,,Seedling Freeze Trial,,,top,
05/01/2019,1,48,48,31,TRAOHI,7G,Root,,0.4,,Seedling Freeze Trial,,,middle,
05/01/2019,1,49,49,31,TRAOHI,1G,Leaf,,0.49,,Seedling Freeze Trial,,,,
05/01/2019,1,50,50,31,TRAOHI,7G,Leaf,,0.46,,Seedling Freeze Trial,,,,
05/03/2019,1,1,1,32,BROINE,1,Leaf,,,T1S,Field Trial,,,,
05/03/2019,1,2,2,32,SYMLAE,1,Leaf,,,T2S,Field Trial,,,,
05/03/2019,1,3,3,32,BROINE,1,Leaf,,,T1M,Field Trial,,,,
05/03/2019,1,4,4,32,SILINT,1,Leaf,,,T2M,Field Trial,,,,
05/03/2019,1,5,5,32,RATPIN,1,Leaf,,,T2F,Field Trial,,,,
05/03/2019,1,6,6,32,SYMLAE,1,Leaf,,,T1S,Field Trial,,,,
05/03/2019,1,7,7,32,MONFIS,1,Leaf,,,T1M,Field Trial,,,,
05/03/2019,1,8,8,32,SYMLAE,1,Leaf,,,T1F,Field Trial,,,,
05/03/2019,1,9,9,32,SILINT,1,Leaf,,,T2F,Field Trial,,,,
05/03/2019,1,10,10,32,MONFIS,1,Leaf,,,B1F,Field Trial,,,,
05/03/2019,1,11,11,32,MONFIS,1,Leaf,,,B1C,Field Trial,,,,
05/03/2019,1,12,12,32,BROINE,1,Leaf,,,T2S,Field Trial,,,,
05/03/2019,1,13,13,32,SILINT,1,Leaf,,,B2M,Field Trial,,,,
05/03/2019,1,14,14,32,SILINT,1,Leaf,,,T1F,Field Trial,,,,
05/03/2019,1,15,15,32,BROINE,1,Leaf,,,T2F,Field Trial,,,,
05/03/2019,1,16,16,32,RATPIN,1,Leaf,,,B2F,Field Trial,,,,
05/03/2019,1,17,17,32,BROINE,1,Leaf,,,T2M,Field Trial,,,,
05/03/2019,1,18,18,32,SYMLAE,1,Leaf,,,B2S,Field Trial,,,,
05/03/2019,1,19,19,32,RATPIN,1,Leaf,,,B1F,Field Trial,,,,
05/03/2019,1,20,20,32,SILINT,1,Leaf,,,B1S,Field Trial,,,,
05/03/2019,1,21,21,32,MONFIS,1,Leaf,,,B2C,Field Trial,,,,
