Date_Froze,Trial_num,Plate_Num,position,Trial_order,Species,Species_Rep,Tissue,Tissue_Rep,Dry_Mass_mg,Plot ,Experiment Type,Date_Weighted,Initials,Notes,old_Tissue
03/04/2019,1,8,16,8,LIACYL,3D,Seedling,B,1.78,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,9,17,8,DESILL,3C,Seedling,A,4.37,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,9,18,8,DESILL,3C,Seedling,A,4.37,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,10,19,8,DESILL,2B,Seedling,B,5.44,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,10,20,8,DESILL,2B,Seedling,B,5.44,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,11,21,8,SOLGRA,1C,Seedling,C,1.21,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,11,22,8,SOLGRA,1C,Seedling,C,1.21,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,12,23,8,DESILL,2B,Seedling,C,4.41,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,12,24,8,DESILL,2B,Seedling,C,4.41,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,13,25,8,SYMPIL,2D,Seedling,B,0.57,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,13,26,8,SYMPIL,2D,Seedling,B,0.57,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,14,27,8,SOLGRA,3C,Seedling,B,1.2,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,14,28,8,SOLGRA,3C,Seedling,B,1.2,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,15,29,8,DESILL,1C,Seedling,A,3.72,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,15,30,8,DESILL,1C,Seedling,A,3.72,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,16,31,8,PREALB,1D,Seedling,B,1.35,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,16,32,8,PREALB,1D,Seedling,B,1.35,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,17,33,8,OXAVIO,2D,Seedling,C,0.4,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,17,34,8,OXAVIO,2D,Seedling,C,0.4,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,18,35,8,SOLGRA,1C,Seedling,A,1.11,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,18,36,8,SOLGRA,1C,Seedling,A,1.11,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,19,37,8,DESILL,1B,Seedling,D,6.35,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,19,38,8,DESILL,1B,Seedling,D,6.35,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,20,39,8,SYMPIL,3D,Seedling,B,0.48,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,20,40,8,SYMPIL,3D,Seedling,B,0.48,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,21,41,8,SYMPIL,2D,Seedling,A,0.99,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,21,42,8,SYMPIL,2D,Seedling,A,0.99,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,22,43,8,ASCSYR,1B,Seedling,B,6.4,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,22,44,8,ASCSYR,1B,Seedling,B,6.4,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,23,45,8,OXAVIO,2D,Seedling,B,0.91,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,23,46,8,OXAVIO,2D,Seedling,B,0.91,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,24,47,8,PREALB,1D,Seedling,A,1.45,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,24,48,8,PREALB,1D,Seedling,A,1.45,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,25,49,8,CEAAME,1D,Seedling,B,2.1,,Seedling Freeze Trial,03/08/2019,SK,,
03/04/2019,1,25,50,8,CEAAME,1D,Seedling,B,2.1,,Seedling Freeze Trial,03/08/2019,SK,,
03/08/2019,1,1,1,9,empty,,,,,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,1,2,9,empty,,,,,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,2,3,9,SOLGRA,1D,Seedling,B,0.65,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,2,4,9,SOLGRA,1D,Seedling,B,0.65,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,3,5,9,LIACYL,3D,Seedling,A,2.53,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,3,6,9,LIACYL,3D,Seedling,A,2.53,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,4,7,9,empty,,,,,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,4,8,9,empty,,,,,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,5,9,9,SOLGRA,2D,Seedling,B,0.69,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,5,10,9,SOLGRA,2D,Seedling,B,0.69,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,6,11,9,CEAAME,2D,Seedling,B,1.7,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,6,12,9,CEAAME,2D,Seedling,B,1.7,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,7,13,9,HELHEL,1D,Seedling,D,2.76,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,7,14,9,HELHEL,1D,Seedling,D,2.76,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,8,15,9,CEAAME,2E,Seedling,A,1.41,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,8,16,9,CEAAME,2E,Seedling,A,1.41,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,9,17,9,OXAVIO,1D,Seedling,C,0.94,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,9,18,9,OXAVIO,1D,Seedling,C,0.94,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,10,19,9,SYMNOV,3C,Seedling,B,6.26,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,10,20,9,SYMNOV,3C,Seedling,B,6.26,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,11,21,9,ALLCER,1C,Seedling,A,5.77,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,11,22,9,ALLCER,1C,Seedling,A,5.77,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,12,23,9,CEAAME,3D,Seedling,B,1.59,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,12,24,9,CEAAME,3D,Seedling,B,1.59,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,13,25,9,empty,,,,,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,13,26,9,empty,,,,,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,14,27,9,CEAAME,2D,Seedling,A,3.02,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,14,28,9,CEAAME,2D,Seedling,A,3.02,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,15,29,9,HELHEL,1D,Seedling,C,3.6,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,15,30,9,HELHEL,1D,Seedling,C,3.6,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,16,31,9,DESILL,2A,Seedling,A,2.35,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,16,32,9,DESILL,2A,Seedling,A,2.35,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,17,33,9,SOLGRA,2D,Seedling,A,0.88,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,17,34,9,SOLGRA,2D,Seedling,A,0.88,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,18,35,9,OXAVIO,1D,Seedling,B,0.62,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,18,36,9,OXAVIO,1D,Seedling,B,0.62,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,19,37,9,SYMNOV,3C,Seedling,A,4.17,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,19,38,9,SYMNOV,3C,Seedling,A,4.17,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,20,39,9,SOLGRA,1D,Seedling,A,0.61,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,20,40,9,SOLGRA,1D,Seedling,A,0.61,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,21,41,9,ASCSYR,1D,Seedling,D,7.05,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,21,42,9,ASCSYR,1D,Seedling,D,7.05,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,22,43,9,HELHEL,2D,Seedling,A,2.41,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,22,44,9,HELHEL,2D,Seedling,A,2.41,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,23,45,9,SOLGRA,2D,Seedling,C,0.72,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,23,46,9,SOLGRA,2D,Seedling,C,0.72,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,24,47,9,empty,,,,,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,24,48,9,empty,,,,,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,25,49,9,empty,,,,,,Seedling Freeze Trial,03/25/2019,SK,,
03/08/2019,1,25,50,9,empty,,,,,,Seedling Freeze Trial,03/25/2019,SK,,
03/15/2019,1,1,1,10,OXAVIO,2A,Leaf,,0.7,,Seedling Freeze Trial,03/25/2019,SK,biggest,
03/15/2019,1,2,2,10,PREALB,1A,Leaf,,0.61,,Seedling Freeze Trial,03/25/2019,SK,youngest/biggest,
03/15/2019,1,3,3,10,HELHEL,2A,Leaf,,1.1,,Seedling Freeze Trial,03/25/2019,SK,oldest,
03/15/2019,1,4,4,10,SOLGRA,3A,Leaf,,0.59,,Seedling Freeze Trial,03/25/2019,SK,old B,
03/15/2019,1,5,5,10,OXAVIO,2A,Leaf,,0.67,,Seedling Freeze Trial,03/25/2019,SK,biggest,
03/15/2019,1,6,6,10,HELHEL,2A,Leaf,,0.79,,Seedling Freeze Trial,03/25/2019,SK,big B ,
03/15/2019,1,7,7,10,SYMNOV,2A,Leaf,,0.72,,Seedling Freeze Trial,03/25/2019,SK,mid leaf,
03/15/2019,1,8,8,10,PREALB,1A,Leaf,,1.53,,Seedling Freeze Trial,03/25/2019,SK,oldest ,
03/15/2019,1,9,9,10,OXAVIO,2A,Leaf,,0.76,,Seedling Freeze Trial,03/25/2019,SK,oldest,
03/15/2019,1,10,10,10,SYMNOV,2A,Leaf,,0.75,,Seedling Freeze Trial,03/25/2019,SK,biggest,
03/15/2019,1,11,11,10,SOLGRA,3A,Leaf,,0.68,,Seedling Freeze Trial,03/25/2019,SK,oldest ,
03/15/2019,1,12,12,10,PREALB,1A,Leaf,,0.65,,Seedling Freeze Trial,03/25/2019,SK,youngest/biggest ,
03/15/2019,1,13,13,10,OXAVIO,2A,Leaf,,0.65,,Seedling Freeze Trial,03/25/2019,SK,biggest ,
03/15/2019,1,14,14,10,SYMNOV,2A,Leaf,,0.92,,Seedling Freeze Trial,03/25/2019,SK,oldest ,
03/15/2019,1,15,15,10,HELHEL,2A,Leaf,,1.12,,Seedling Freeze Trial,03/25/2019,SK,old A ,
03/15/2019,1,16,16,10,HELHEL,2A,Leaf,,0.69,,Seedling Freeze Trial,03/25/2019,SK,big A ,
03/15/2019,1,17,17,10,OXAVIO,2A,Leaf,,0.77,,Seedling Freeze Trial,03/25/2019,SK,oldest ,
03/15/2019,1,18,18,10,SOLGRA,3A,Leaf,,0.62,,Seedling Freeze Trial,03/25/2019,SK,biggest ,
03/15/2019,1,19,19,10,PREALB,1A,Leaf,,1.56,,Seedling Freeze Trial,03/25/2019,SK,oldest ,
03/15/2019,1,20,20,10,SOLGRA,3A,Leaf,,0.65,,Seedling Freeze Trial,03/25/2019,SK,mid ,
03/15/2019,1,21,21,10,SYMNOV,2A,Leaf,,0.73,,Seedling Freeze Trial,03/25/2019,SK,biggest,
03/15/2019,1,22,22,10,PREALB,1A,Leaf,,0.76,,Seedling Freeze Trial,03/25/2019,SK,mid aged,
03/15/2019,1,23,23,10,SYMNOV,2A,Leaf,,1.05,,Seedling Freeze Trial,03/25/2019,SK,oldest ,
03/15/2019,1,24,24,10,HELHEL,2A,Leaf,,0.87,,Seedling Freeze Trial,03/25/2019,SK,youngest ,
03/15/2019,1,25,25,10,SOLGRA,3A,Leaf,,0.67,,Seedling Freeze Trial,03/25/2019,SK,oldest ,
03/15/2019,1,,26,10,PREALB,1A,Root,,68.42,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/15/2019,1,,27,10,PREALB,1A,Root,,68.42,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/15/2019,1,,28,10,HELHEL,2A,Root,,27.12,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/15/2019,1,,29,10,HELHEL,2A,Root,,27.12,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/15/2019,1,,30,10,OXAVIO,2A,Root,,11.16,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/15/2019,1,,31,10,OXAVIO,2A,Root,,11.16,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/15/2019,1,,32,10,SYMNOV,2A,Root,,4.28,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/15/2019,1,,33,10,SYMNOV,2A,Root,,4.28,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/15/2019,1,,34,10,SOLGRA,3A,Root,,0.82,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/15/2019,1,,35,10,SOLGRA,3A,Root,,0.82,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/18/2019,1,1,1,11,CEAAME,1C,Seedling,B,2.32,,Seedling Freeze Trial,03/25/2019,SK,,
03/18/2019,1,1,2,11,CEAAME,1C,Seedling,B,2.32,,Seedling Freeze Trial,03/25/2019,SK,,
03/18/2019,1,2,3,11,CEAAME,1E,Seedling,B,2.86,,Seedling Freeze Trial,03/25/2019,SK,,
03/18/2019,1,2,4,11,CEAAME,1E,Seedling,B,2.86,,Seedling Freeze Trial,03/25/2019,SK,,
03/18/2019,1,3,5,11,LATVEN,2A,Leaf,,1.2,,Seedling Freeze Trial,03/25/2019,SK,oldest,
03/18/2019,1,4,6,11,CEAAME,1F,Seedling,A,2.11,,Seedling Freeze Trial,03/25/2019,SK,,
03/18/2019,1,4,7,11,CEAAME,1F,Seedling,A,2.11,,Seedling Freeze Trial,03/25/2019,SK,,
03/18/2019,1,5,8,11,HELHEL,3A,Leaf,,0.73,,Seedling Freeze Trial,03/25/2019,SK,biggest,
03/18/2019,1,6,9,11,LATVEN,2A,Leaf,,1,,Seedling Freeze Trial,03/25/2019,SK,biggest,
03/18/2019,1,7,10,11,SYMNOV,1A,Leaf,,0.95,,Seedling Freeze Trial,03/25/2019,SK,biggest,
03/18/2019,1,8,11,11,CEAAME,2E,Seedling,C,3.22,,Seedling Freeze Trial,03/25/2019,SK,mature leaves removed,
03/18/2019,1,8,12,11,CEAAME,2E,Seedling,C,3.22,,Seedling Freeze Trial,03/25/2019,SK,mature leaves removed,
03/18/2019,1,9,13,11,ASCSYR,3A,Leaf,,0.85,,Seedling Freeze Trial,03/25/2019,SK,biggest,
03/18/2019,1,10,14,11,HELHEL,3A,Leaf,,0.7,,Seedling Freeze Trial,03/25/2019,SK,oldest,
03/18/2019,1,11,15,11,RATPIN,3A,Leaf,,1.4,,Seedling Freeze Trial,03/25/2019,SK,biggest,
03/18/2019,1,12,16,11,SYMNOV,1A,Leaf,,0.94,,Seedling Freeze Trial,03/25/2019,SK,oldest,
03/18/2019,1,13,17,11,DESILL,2D,Seedling,A,5.33,,Seedling Freeze Trial,03/25/2019,SK,mature leaves removed,
03/18/2019,1,13,18,11,DESILL,2D,Seedling,A,5.33,,Seedling Freeze Trial,03/25/2019,SK,mature leaves removed,
03/18/2019,1,14,19,11,CEAAME,1E,Seedling,A,4.8,,Seedling Freeze Trial,03/25/2019,SK,,
03/18/2019,1,14,20,11,CEAAME,1E,Seedling,A,4.8,,Seedling Freeze Trial,03/25/2019,SK,,
03/18/2019,1,15,21,11,SYMNOV,1A,Leaf,,0.84,,Seedling Freeze Trial,03/25/2019,SK,biggest,
03/18/2019,1,16,22,11,LATVEN,2A,Leaf,,1.58,,Seedling Freeze Trial,03/25/2019,SK,biggest,
03/18/2019,1,17,23,11,ASCSYR,3A,Leaf,,0.88,,Seedling Freeze Trial,03/25/2019,SK,biggest,
03/18/2019,1,18,24,11,HELHEL,3A,Leaf,,0.75,,Seedling Freeze Trial,03/25/2019,SK,biggest,
03/18/2019,1,19,25,11,CEAAME,2E,Seedling,B,2.75,,Seedling Freeze Trial,03/25/2019,SK,mature leaves removed,
03/18/2019,1,19,26,11,CEAAME,2E,Seedling,B,2.75,,Seedling Freeze Trial,03/25/2019,SK,mature leaves removed,
03/18/2019,1,20,27,11,SYMOBL,3C,Seedling,A,2.24,,Seedling Freeze Trial,03/25/2019,SK,,
03/18/2019,1,20,28,11,SYMOBL,3C,Seedling,A,2.24,,Seedling Freeze Trial,03/25/2019,SK,,
03/18/2019,1,21,29,11,RATPIN,3A,Leaf,,1.06,,Seedling Freeze Trial,03/25/2019,SK,biggest,
03/18/2019,1,22,30,11,ASCSYR,3A,Leaf,,0.96,,Seedling Freeze Trial,03/25/2019,SK,oldest,
03/18/2019,1,23,31,11,SYMNOV,1A,Leaf,,0.89,,Seedling Freeze Trial,03/25/2019,SK,biggest,
03/18/2019,1,24,32,11,CEAAME,3F,Seedling,A,2.35,,Seedling Freeze Trial,03/25/2019,SK,no roots,
03/18/2019,1,24,33,11,CEAAME,3F,Seedling,A,2.35,,Seedling Freeze Trial,03/25/2019,SK,no roots,
03/18/2019,1,25,34,11,RATPIN,3A,Leaf,,2.05,,Seedling Freeze Trial,03/25/2019,SK,oldest,
03/18/2019,1,,35,11,HELHEL,3A,Root,,38.03,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/18/2019,1,,36,11,HELHEL,3A,Root,,38.03,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/18/2019,1,,37,11,ASCSYR,3A,Root,,46.27,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/18/2019,1,,38,11,ASCSYR,3A,Root,,46.27,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/18/2019,1,,39,11,RATPIN,3A,Root,,6.88,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/18/2019,1,,40,11,RATPIN,3A,Root,,6.88,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/18/2019,1,,41,11,LATVEN,2A,Root,,10.29,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/18/2019,1,,42,11,LATVEN,2A,Root,,10.29,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/18/2019,1,,43,11,SYMNOV,2A,Root,,6.75,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/18/2019,1,,44,11,SYMNOV,2A,Root,,6.75,,Seedling Freeze Trial,03/25/2019,SK,"hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/27/2019,1,1,1,12,ASCSYR,2A,Leaf,,0.94,,Seedling Freeze Trial,,,biggest,
03/27/2019,1,2,2,12,PREALB,2A,Leaf,,0.51,,Seedling Freeze Trial,,,biggest,
03/27/2019,1,3,3,12,SYMNOV,3A,Leaf,,0.69,,Seedling Freeze Trial,,,oldest,
03/27/2019,1,4,4,12,LATVEN,1A,Leaf,,1.21,,Seedling Freeze Trial,,,oldest,
03/27/2019,1,5,5,12,OXAVIO,3A,Leaf,,0.61,,Seedling Freeze Trial,,,biggest,
03/27/2019,1,6,6,12,OXAVIO,3A,Root,,6.42,,Seedling Freeze Trial,,,middle,
03/27/2019,1,7,7,12,HELHEL,1B,Leaf,,0.86,,Seedling Freeze Trial,,,biggest,
03/27/2019,1,8,8,12,ASCSYR,2A,Root,,15.06,,Seedling Freeze Trial,,,end,
03/27/2019,1,9,9,12,PREALB,2A,Leaf,,0.53,,Seedling Freeze Trial,,,biggest,
03/27/2019,1,10,10,12,LATVEN,1A,Root,,2.9,,Seedling Freeze Trial,,,"top, hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/27/2019,1,11,11,12,ASCSYR,2A,Root,,10.35,,Seedling Freeze Trial,,,top,
03/27/2019,1,12,12,12,OXAVIO,3A,Leaf,,0.46,,Seedling Freeze Trial,,,oldest,
03/27/2019,1,13,13,12,SOLGRA,2A,Leaf,,0.78,,Seedling Freeze Trial,,,oldest,
03/27/2019,1,14,14,12,PREALB,2A,Root,,32.44,,Seedling Freeze Trial,,,middle,
03/27/2019,1,15,15,12,HELHEL,1B,Leaf,,0.85,,Seedling Freeze Trial,,,oldest,
03/27/2019,1,16,16,12,SYMNOV,3A,Root,,2.91,,Seedling Freeze Trial,,,middle,
03/27/2019,1,17,17,12,ASCSYR,2A,Leaf,,0.75,,Seedling Freeze Trial,,,oldest,
03/27/2019,1,18,18,12,HELHEL,1B,Root,,41.2,,Seedling Freeze Trial,,,top,
03/27/2019,1,19,19,12,PREALB,2A,Leaf,,0.66,,Seedling Freeze Trial,,,oldest,
03/27/2019,1,20,20,12,ASCSYR,2A,Root,,14.23,,Seedling Freeze Trial,,,middle,
03/27/2019,1,21,21,12,LATVEN,1A,Leaf,,1.13,,Seedling Freeze Trial,,,oldest,
03/27/2019,1,22,22,12,SYMNOV,3A,Leaf,,0.67,,Seedling Freeze Trial,,,biggest,
03/27/2019,1,23,23,12,LATVEN,1A,Root,,2.64,,Seedling Freeze Trial,,,"middle, hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/27/2019,1,24,24,12,LATVEN,1A,Leaf,,0.99,,Seedling Freeze Trial,,,biggest,
03/27/2019,1,25,25,12,SYMNOV,3A,Root,,1.94,,Seedling Freeze Trial,,,"end, hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/27/2019,1,26,26,12,HELHEL,1B,Root,,15.25,,Seedling Freeze Trial,,,middle,
03/27/2019,1,27,27,12,OXAVIO,3A,Leaf,,0.52,,Seedling Freeze Trial,,,biggest,
03/27/2019,1,28,28,12,LATVEN,1A,Root,,3.72,,Seedling Freeze Trial,,,end,
03/27/2019,1,29,29,12,LATVEN,1A,Leaf,,1.06,,Seedling Freeze Trial,,,biggest,
03/27/2019,1,30,30,12,OXAVIO,3A,Root,,2.64,,Seedling Freeze Trial,,,end,
03/27/2019,1,31,31,12,ASCSYR,2A,Leaf,,0.88,,Seedling Freeze Trial,,,oldest,
03/27/2019,1,32,32,12,PREALB,2A,Leaf,,0.64,,Seedling Freeze Trial,,,oldest,
03/27/2019,1,33,33,12,SOLGRA,2A,Root,,7.92,,Seedling Freeze Trial,,,top,
03/27/2019,1,34,34,12,PREALB,2A,Root,,42.28,,Seedling Freeze Trial,,,top,
03/27/2019,1,35,35,12,SOLGRA,2A,Leaf,,0.64,,Seedling Freeze Trial,,,biggest,
03/27/2019,1,36,36,12,SYMNOV,3A,Root,,8.84,,Seedling Freeze Trial,,,top,
03/27/2019,1,37,37,12,SOLGRA,2A,Root,,0.85,,Seedling Freeze Trial,,,end,
03/27/2019,1,38,38,12,SYMNOV,3A,Leaf,,0.69,,Seedling Freeze Trial,,,oldest,
03/27/2019,1,39,39,12,ASCSYR,2A,Leaf,,0.96,,Seedling Freeze Trial,,,biggest,
03/27/2019,1,40,40,12,HELHEL,1B,Leaf,,0.76,,Seedling Freeze Trial,,,biggest,
03/27/2019,1,41,41,12,SOLGRA,2A,Leaf,,0.81,,Seedling Freeze Trial,,,oldest,
03/27/2019,1,42,42,12,HELHEL,1B,Leaf,,0.87,,Seedling Freeze Trial,,,oldest,
03/27/2019,1,43,43,12,SOLGRA,2A,Leaf,,0.39,,Seedling Freeze Trial,,,biggest,
03/27/2019,1,44,44,12,HELHEL,1B,Root,,9.73,,Seedling Freeze Trial,,,end,
03/27/2019,1,45,45,12,SYMNOV,3A,Leaf,,0.63,,Seedling Freeze Trial,,,biggest,
03/27/2019,1,46,46,12,PREALB,2A,Root,,26.62,,Seedling Freeze Trial,,,end,
03/27/2019,1,47,47,12,empty,,,,,,Seedling Freeze Trial,,,,
03/27/2019,1,48,48,12,OXAVIO,2A,Root,,7.92,,Seedling Freeze Trial,,,top,
03/27/2019,1,49,49,12,OXAVIO,2A,Leaf,,0.49,,Seedling Freeze Trial,,,oldest,
03/27/2019,1,50,50,12,SOLGRA,2A,Root,,0.53,,Seedling Freeze Trial,,,"middle, hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/29/2019,1,1,1,13,SYMPIL,3B,Leaf,,1.07,,Seedling Freeze Trial,,,oldest,
03/29/2019,1,2,2,13,SYMNOV,2B,Root,,1.1,,Seedling Freeze Trial,,,"middle, hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/29/2019,1,3,3,13,SOLGRA,1A,Leaf,,0.98,,Seedling Freeze Trial,,,biggest,
03/29/2019,1,4,4,13,SYMOBL,1A,Leaf,,1.34,,Seedling Freeze Trial,,,biggest,
03/29/2019,1,5,5,13,SOLGRA,1A,Root,,0.48,,Seedling Freeze Trial,,,"end, hard to get the data curser to fit just the  root, it sometimes overlapped with the background",
03/29/2019,1,6,6,13,DESILL,1A,Root,,11.63,,Seedling Freeze Trial,,,top,
03/29/2019,1,7,7,13,RATPIN,1B,Leaf,,1.2,,Seedling Freeze Trial,,,biggest,
03/29/2019,1,8,8,13,SYMNOV,2B,Leaf,,1.34,,Seedling Freeze Trial,,,biggest,
03/29/2019,1,9,9,13,RATPIN,1B,Root,,17.44,,Seedling Freeze Trial,,,top,
03/29/2019,1,10,10,13,DESILL,1A,Leaf,,1.6,,Seedling Freeze Trial,,,oldest,
03/29/2019,1,11,11,13,ASCSYR,1B,Root,,16.32,,Seedling Freeze Trial,,,middle,
03/29/2019,1,12,12,13,DESILL,1A,Leaf,,1.3,,Seedling Freeze Trial,,,biggest,
03/29/2019,1,13,13,13,SOLGRA,1A,Root,,4.59,,Seedling Freeze Trial,,,top,
